SPEC_ID,NAME,RA,DEC,Z,Quality,HB_score,HA_score,OIII_score,HB_width,HA_width,OIII_width,Std,Two_mad,Three_mad,Good_twomad,Good_threemad,Narrow_2si,Narrow_3si,Narrow_3si_6
23236,g0403143-624643,60.80958333,-62.77863889,0.018395,4,0.372148687,0.17582832,0.11910718,4.348735569,3.342163664,0.013550876,0.080590913,0.066953597,0.100430396,true,true,true,true,true
23238,g0412242-640047,63.10091667,-64.01294444,0.019018,4,0.8500046,0.278609785,0.64794759,4.728964648,2.250482841,0.28730535,0.07686575,0.059674577,0.089511866,true,true,true,true,true
23239,g0402043-633924,60.51791667,-63.65655556,0.018396,4,0.405877279,0.190326081,0.231267765,4.596676535,3.357577957,0.093026127,0.085259775,0.071573191,0.107359787,true,true,true,true,true
23328,g0402462-180519,60.6925,-18.08872222,0.041571,4,0.446936452,0.185628851,0.151046695,4.837960655,4.229988796,0.048742226,0.065471766,0.05815431,0.087231466,true,true,true,true,true
23337,g0401307-191339,60.37795833,-19.22752778,0.014179,4,0.49490284,0.150504413,0.390512022,4.273402622,3.165243712,0.136115933,0.092655798,0.089536414,0.134304621,true,true,true,true,true
23352,g0404138-203726,61.05766667,-20.624,0.032472,4,0.260921443,1.226624363,0.166938581,4.270327706,5.28679186,0.051258471,0.095296252,0.090690167,0.136035251,true,true,true,true,true
23353,g0406497-211022,61.70716667,-21.17263889,0.003201,4,0.719612788,0.114973755,1.991632184,4.539420444,2.197406987,0.985894507,0.085397336,0.041012424,0.061518635,true,true,true,true,true
23355,g0404331-210437,61.13795833,-21.07694444,0.032142,4,0.338325516,0.16666799,0.177361845,4.259334756,3.325847759,0.053263282,0.112114704,0.099242202,0.148863303,true,true,true,true,true
23368,g0402348-221823,60.64483333,-22.30630556,0.066314,4,0.368880096,0.310765243,0.205635566,5.701162847,2.950656055,0.070909827,0.08330751,0.071265639,0.106898459,true,true,true,true,true
23414,g0400416-304952,60.173375,-30.831,0.005093,4,0.077111671,0.635960868,1.054611463,3.661154473,6.001040556,0.519577078,0.062323761,0.048440138,0.072660207,true,true,true,true,false
23425,g0403150-315730,60.81258333,-31.95838889,0.12229,4,0.368461245,0.409354378,0.456108621,5.420030222,3.822083237,0.170797928,0.117925231,0.115754054,0.173631081,true,true,true,true,true
23436,g0404473-335608,61.197,-33.93558333,0.004106,4,0.291924487,1.008647805,0.980358115,4.291298099,5.889353199,0.447210746,0.098367766,0.093179461,0.139769191,true,true,true,true,true
23437,g0410108-343527,62.54516667,-34.59080556,0.065811,4,1.083720749,0.165944511,1.023656279,4.745985141,3.442478488,0.486408001,0.100946605,0.086056312,0.129084468,true,true,true,true,true
23441,g0403198-345212,60.83254167,-34.87,0.069179,4,0.525040923,0.418262287,0.183812803,4.804926227,2.157974335,0.069221366,0.064087117,0.055410748,0.083116122,true,true,true,true,true
23445,g0402069-353353,60.52870833,-35.56477778,0.068819,4,0.710244637,0.210027493,0.460673788,5.019408886,3.519973463,0.19788321,0.082785534,0.071486091,0.107229136,true,true,true,true,true
23503,g0400393-274720,60.163625,-27.78897222,0.065254,4,0.320305029,0.257878258,0.117279163,5.671115428,3.15920467,5.268609099,0.11925694,0.07698784,0.11548176,true,true,true,true,true
23504,g0401196-274229,60.33183333,-27.70805556,0.061184,4,0.409521489,0.1625817,0.175006582,4.674926776,3.300467524,0.056596144,0.08749998,0.061933428,0.092900141,true,true,true,true,true
